_id,aggregation_period,int_id,intersection_name,px,classification,dir,period_name,volume
4183,Jan 2018,13467124,Spadina Ave / Richmond St W,275,Pedestrians,EB,Evening (17:00-22:00),1197
4184,Jan 2018,13467124,Spadina Ave / Richmond St W,275,Pedestrians,EB,Midday (10:00-16:00),1899
4185,Jan 2018,13467124,Spadina Ave / Richmond St W,275,Pedestrians,EB,Morning (08:00-12:00),1423
4186,Jan 2018,13467124,Spadina Ave / Richmond St W,275,Pedestrians,EB,PM Peak Period (16:00-19:00),1065
4187,Jan 2018,13467124,Spadina Ave / Richmond St W,275,Pedestrians,WB,14 Hour,4026
4188,Jan 2018,13467124,Spadina Ave / Richmond St W,275,Pedestrians,WB,Afternoon (12:00-17:00),1754
4189,Jan 2018,13467124,Spadina Ave / Richmond St W,275,Pedestrians,WB,AM Peak Period (07:00-10:00),646
4190,Jan 2018,13467124,Spadina Ave / Richmond St W,275,Pedestrians,WB,Evening (17:00-22:00),1456
4191,Jan 2018,13467124,Spadina Ave / Richmond St W,275,Pedestrians,WB,Midday (10:00-16:00),1850
4192,Jan 2018,13467124,Spadina Ave / Richmond St W,275,Pedestrians,WB,Morning (08:00-12:00),984
4193,Jan 2018,13467124,Spadina Ave / Richmond St W,275,Pedestrians,WB,PM Peak Period (16:00-19:00),1295
4194,Jan 2018,13467124,Spadina Ave / Richmond St W,275,Vehicles,WB,14 Hour,11182
4195,Jan 2018,13467124,Spadina Ave / Richmond St W,275,Vehicles,WB,Afternoon (12:00-17:00),4361
4196,Jan 2018,13467124,Spadina Ave / Richmond St W,275,Vehicles,WB,AM Peak Period (07:00-10:00),2018
4197,Jan 2018,13467124,Spadina Ave / Richmond St W,275,Vehicles,WB,Evening (17:00-22:00),4727
4198,Jan 2018,13467124,Spadina Ave / Richmond St W,275,Vehicles,WB,Midday (10:00-16:00),4590
4199,Jan 2018,13467124,Spadina Ave / Richmond St W,275,Vehicles,WB,Morning (08:00-12:00),2849
4200,Jan 2018,13467124,Spadina Ave / Richmond St W,275,Vehicles,WB,PM Peak Period (16:00-19:00),3419
4201,Jan 2018,13467163,Bay St / Wellington St W,60,Cyclists,WB,14 Hour,73
4202,Jan 2018,13467163,Bay St / Wellington St W,60,Cyclists,WB,Afternoon (12:00-17:00),34
4203,Jan 2018,13467163,Bay St / Wellington St W,60,Cyclists,WB,AM Peak Period (07:00-10:00),8
4204,Jan 2018,13467163,Bay St / Wellington St W,60,Cyclists,WB,Evening (17:00-22:00),18
4205,Jan 2018,13467163,Bay St / Wellington St W,60,Cyclists,WB,Midday (10:00-16:00),44
4206,Jan 2018,13467163,Bay St / Wellington St W,60,Cyclists,WB,Morning (08:00-12:00),21
4207,Jan 2018,13467163,Bay St / Wellington St W,60,Cyclists,WB,PM Peak Period (16:00-19:00),14
4208,Jan 2018,13467163,Bay St / Wellington St W,60,Pedestrians,EB,14 Hour,4348
4209,Jan 2018,13467163,Bay St / Wellington St W,60,Pedestrians,EB,Afternoon (12:00-17:00),1480
4210,Jan 2018,13467163,Bay St / Wellington St W,60,Pedestrians,EB,AM Peak Period (07:00-10:00),1434
4211,Jan 2018,13467163,Bay St / Wellington St W,60,Pedestrians,EB,Evening (17:00-22:00),1149
4212,Jan 2018,13467163,Bay St / Wellington St W,60,Pedestrians,EB,Midday (10:00-16:00),1526
4213,Jan 2018,13467163,Bay St / Wellington St W,60,Pedestrians,EB,Morning (08:00-12:00),1569
4214,Jan 2018,13467163,Bay St / Wellington St W,60,Pedestrians,EB,PM Peak Period (16:00-19:00),1198
4215,Jan 2018,13467163,Bay St / Wellington St W,60,Pedestrians,WB,14 Hour,4836
4216,Jan 2018,13467163,Bay St / Wellington St W,60,Pedestrians,WB,Afternoon (12:00-17:00),2019
4217,Jan 2018,13467163,Bay St / Wellington St W,60,Pedestrians,WB,AM Peak Period (07:00-10:00),1032
4218,Jan 2018,13467163,Bay St / Wellington St W,60,Pedestrians,WB,Evening (17:00-22:00),1533
4219,Jan 2018,13467163,Bay St / Wellington St W,60,Pedestrians,WB,Midday (10:00-16:00),1677
4220,Jan 2018,13467163,Bay St / Wellington St W,60,Pedestrians,WB,Morning (08:00-12:00),1245
4221,Jan 2018,13467252,Bathurst St / Queen St W,296,Pedestrians,EB,Evening (17:00-22:00),1679
4222,Jan 2018,13467163,Bay St / Wellington St W,60,Pedestrians,WB,PM Peak Period (16:00-19:00),1893
4223,Jan 2018,13467163,Bay St / Wellington St W,60,Vehicles,WB,14 Hour,10372
4224,Jan 2018,13467163,Bay St / Wellington St W,60,Vehicles,WB,Afternoon (12:00-17:00),3444
4225,Jan 2018,13467163,Bay St / Wellington St W,60,Vehicles,WB,AM Peak Period (07:00-10:00),2721
4226,Jan 2018,13467163,Bay St / Wellington St W,60,Vehicles,WB,Evening (17:00-22:00),3497
4227,Jan 2018,13467163,Bay St / Wellington St W,60,Vehicles,WB,Midday (10:00-16:00),3967
4228,Jan 2018,13467163,Bay St / Wellington St W,60,Vehicles,WB,Morning (08:00-12:00),3337
4229,Jan 2018,13467163,Bay St / Wellington St W,60,Vehicles,WB,PM Peak Period (16:00-19:00),2630
4230,Jan 2018,13467252,Bathurst St / Queen St W,296,Cyclists,EB,14 Hour,152
4231,Jan 2018,13467252,Bathurst St / Queen St W,296,Cyclists,EB,Afternoon (12:00-17:00),63
4232,Jan 2018,13467252,Bathurst St / Queen St W,296,Cyclists,EB,AM Peak Period (07:00-10:00),29
4233,Jan 2018,13467252,Bathurst St / Queen St W,296,Cyclists,EB,Evening (17:00-22:00),43
4234,Jan 2018,13467252,Bathurst St / Queen St W,296,Cyclists,EB,Midday (10:00-16:00),75
4235,Jan 2018,13467252,Bathurst St / Queen St W,296,Cyclists,EB,Morning (08:00-12:00),49
4236,Jan 2018,13467252,Bathurst St / Queen St W,296,Cyclists,EB,PM Peak Period (16:00-19:00),35
4237,Jan 2018,13467252,Bathurst St / Queen St W,296,Cyclists,WB,14 Hour,76
4238,Jan 2018,13467252,Bathurst St / Queen St W,296,Cyclists,WB,Afternoon (12:00-17:00),39
4239,Jan 2018,13467252,Bathurst St / Queen St W,296,Cyclists,WB,AM Peak Period (07:00-10:00),6
4240,Jan 2018,13467252,Bathurst St / Queen St W,296,Cyclists,WB,Evening (17:00-22:00),33
4241,Jan 2018,13467252,Bathurst St / Queen St W,296,Cyclists,WB,Midday (10:00-16:00),37
4242,Jan 2018,13467252,Bathurst St / Queen St W,296,Cyclists,WB,Morning (08:00-12:00),11
4243,Jan 2018,13467252,Bathurst St / Queen St W,296,Cyclists,WB,PM Peak Period (16:00-19:00),25
4244,Jan 2018,13467252,Bathurst St / Queen St W,296,Pedestrians,EB,14 Hour,5489
4245,Jan 2018,13467252,Bathurst St / Queen St W,296,Pedestrians,EB,Afternoon (12:00-17:00),2259
4246,Jan 2018,13467252,Bathurst St / Queen St W,296,Pedestrians,EB,AM Peak Period (07:00-10:00),1269
4247,Jan 2018,13467252,Bathurst St / Queen St W,296,Pedestrians,EB,Midday (10:00-16:00),2490
4248,Jan 2018,13467252,Bathurst St / Queen St W,296,Pedestrians,EB,Morning (08:00-12:00),1769
4249,Jan 2018,13467252,Bathurst St / Queen St W,296,Pedestrians,EB,PM Peak Period (16:00-19:00),1323
4250,Jan 2018,13467252,Bathurst St / Queen St W,296,Pedestrians,WB,14 Hour,4500
4251,Jan 2018,13467252,Bathurst St / Queen St W,296,Pedestrians,WB,Afternoon (12:00-17:00),2010
4252,Jan 2018,13467252,Bathurst St / Queen St W,296,Pedestrians,WB,AM Peak Period (07:00-10:00),373
4253,Jan 2018,13467252,Bathurst St / Queen St W,296,Pedestrians,WB,Evening (17:00-22:00),2169
4254,Jan 2018,13467252,Bathurst St / Queen St W,296,Pedestrians,WB,Midday (10:00-16:00),1978
4255,Jan 2018,13467252,Bathurst St / Queen St W,296,Pedestrians,WB,Morning (08:00-12:00),754
4256,Jan 2018,13467252,Bathurst St / Queen St W,296,Pedestrians,WB,PM Peak Period (16:00-19:00),1735
4257,Jan 2018,13467252,Bathurst St / Queen St W,296,Vehicles,EB,14 Hour,6300
4258,Jan 2018,13467252,Bathurst St / Queen St W,296,Vehicles,EB,Afternoon (12:00-17:00),1830
4259,Jan 2018,13467252,Bathurst St / Queen St W,296,Vehicles,EB,AM Peak Period (07:00-10:00),2069
4260,Jan 2018,13467252,Bathurst St / Queen St W,296,Vehicles,EB,Evening (17:00-22:00),1995
4261,Jan 2018,13467252,Bathurst St / Queen St W,296,Vehicles,EB,Midday (10:00-16:00),2347
4262,Jan 2018,13467252,Bathurst St / Queen St W,296,Vehicles,EB,Morning (08:00-12:00),2484
4263,Jan 2018,13467252,Bathurst St / Queen St W,296,Vehicles,EB,PM Peak Period (16:00-19:00),1236
4264,Jan 2018,13467252,Bathurst St / Queen St W,296,Vehicles,WB,14 Hour,6332
4265,Jan 2018,13467252,Bathurst St / Queen St W,296,Vehicles,WB,Afternoon (12:00-17:00),2564
4266,Jan 2018,13467252,Bathurst St / Queen St W,296,Vehicles,WB,AM Peak Period (07:00-10:00),953
4267,Jan 2018,13467252,Bathurst St / Queen St W,296,Vehicles,WB,Evening (17:00-22:00),2675
4268,Jan 2018,13467252,Bathurst St / Queen St W,296,Vehicles,WB,Midday (10:00-16:00),2580
4269,Jan 2018,13467252,Bathurst St / Queen St W,296,Vehicles,WB,Morning (08:00-12:00),1491
4270,Jan 2018,13467252,Bathurst St / Queen St W,296,Vehicles,WB,PM Peak Period (16:00-19:00),2262
4271,Jan 2018,13467856,Spadina Ave / Front St W,272,Vehicles,WB,Morning (08:00-12:00),1812
4272,Jan 2018,13467308,Spadina Ave / Adelaide St W,274,Pedestrians,WB,Midday (10:00-16:00),1625
4273,Jan 2018,13467308,Spadina Ave / Adelaide St W,274,Pedestrians,WB,Morning (08:00-12:00),975
4274,Jan 2018,13467308,Spadina Ave / Adelaide St W,274,Pedestrians,WB,PM Peak Period (16:00-19:00),1001
4275,Jan 2018,13467308,Spadina Ave / Adelaide St W,274,Vehicles,EB,14 Hour,11091
4276,Jan 2018,13467308,Spadina Ave / Adelaide St W,274,Vehicles,EB,Afternoon (12:00-17:00),3608
4277,Jan 2018,13467308,Spadina Ave / Adelaide St W,274,Vehicles,EB,AM Peak Period (07:00-10:00),2777
4278,Jan 2018,13467308,Spadina Ave / Adelaide St W,274,Vehicles,EB,Evening (17:00-22:00),4041
4279,Jan 2018,13467308,Spadina Ave / Adelaide St W,274,Vehicles,EB,Midday (10:00-16:00),4511
4280,Jan 2018,13467308,Spadina Ave / Adelaide St W,274,Vehicles,EB,Morning (08:00-12:00),3640
4281,Jan 2018,13467308,Spadina Ave / Adelaide St W,274,Vehicles,EB,PM Peak Period (16:00-19:00),2530
4282,Jan 2018,13467372,Bathurst St / Richmond St W,298,Cyclists,WB,14 Hour,394
4283,Jan 2018,13467372,Bathurst St / Richmond St W,298,Cyclists,WB,Afternoon (12:00-17:00),118
4284,Jan 2018,13467372,Bathurst St / Richmond St W,298,Cyclists,WB,AM Peak Period (07:00-10:00),19
4285,Jan 2018,13467372,Bathurst St / Richmond St W,298,Cyclists,WB,Evening (17:00-22:00),276
4286,Jan 2018,13467372,Bathurst St / Richmond St W,298,Cyclists,WB,Midday (10:00-16:00),90
4287,Jan 2018,13467372,Bathurst St / Richmond St W,298,Cyclists,WB,Morning (08:00-12:00),36
4288,Jan 2018,13467372,Bathurst St / Richmond St W,298,Cyclists,WB,PM Peak Period (16:00-19:00),243
4289,Jan 2018,13467372,Bathurst St / Richmond St W,298,Pedestrians,EB,14 Hour,998
4290,Jan 2018,13467372,Bathurst St / Richmond St W,298,Pedestrians,EB,Afternoon (12:00-17:00),346
4291,Jan 2018,13467372,Bathurst St / Richmond St W,298,Pedestrians,EB,AM Peak Period (07:00-10:00),348
4292,Jan 2018,13467372,Bathurst St / Richmond St W,298,Pedestrians,EB,Evening (17:00-22:00),225
4293,Jan 2018,13467372,Bathurst St / Richmond St W,298,Pedestrians,EB,Midday (10:00-16:00),394
4294,Jan 2018,13467372,Bathurst St / Richmond St W,298,Pedestrians,EB,Morning (08:00-12:00),411
4295,Jan 2018,13467372,Bathurst St / Richmond St W,298,Pedestrians,EB,PM Peak Period (16:00-19:00),191
4296,Jan 2018,13467372,Bathurst St / Richmond St W,298,Pedestrians,WB,Afternoon (12:00-17:00),394
4297,Jan 2018,13467372,Bathurst St / Richmond St W,298,Pedestrians,WB,AM Peak Period (07:00-10:00),105
4298,Jan 2018,13467372,Bathurst St / Richmond St W,298,Pedestrians,WB,Evening (17:00-22:00),520
4299,Jan 2018,13467372,Bathurst St / Richmond St W,298,Pedestrians,WB,Midday (10:00-16:00),383
4300,Jan 2018,13467372,Bathurst St / Richmond St W,298,Pedestrians,WB,Morning (08:00-12:00),165
4301,Jan 2018,13467372,Bathurst St / Richmond St W,298,Pedestrians,WB,PM Peak Period (16:00-19:00),434
4302,Jan 2018,13467372,Bathurst St / Richmond St W,298,Vehicles,WB,14 Hour,6001
4303,Jan 2018,13467372,Bathurst St / Richmond St W,298,Vehicles,WB,Afternoon (12:00-17:00),2508
4304,Jan 2018,13467372,Bathurst St / Richmond St W,298,Vehicles,WB,AM Peak Period (07:00-10:00),945
4305,Jan 2018,13467372,Bathurst St / Richmond St W,298,Vehicles,WB,Evening (17:00-22:00),2668
4306,Jan 2018,13467372,Bathurst St / Richmond St W,298,Vehicles,WB,Midday (10:00-16:00),2627
4307,Jan 2018,13467372,Bathurst St / Richmond St W,298,Vehicles,WB,Morning (08:00-12:00),1409
4308,Jan 2018,13467372,Bathurst St / Richmond St W,298,Vehicles,WB,PM Peak Period (16:00-19:00),1782
4309,Jan 2018,13467389,Bay St / Front St W,59,Cyclists,EB,14 Hour,67
4310,Jan 2018,13467389,Bay St / Front St W,59,Cyclists,EB,Afternoon (12:00-17:00),26
4311,Jan 2018,13467389,Bay St / Front St W,59,Cyclists,EB,AM Peak Period (07:00-10:00),20
4312,Jan 2018,13467389,Bay St / Front St W,59,Cyclists,EB,Evening (17:00-22:00),17
4313,Jan 2018,13467389,Bay St / Front St W,59,Cyclists,EB,Midday (10:00-16:00),26
4314,Jan 2018,13467389,Bay St / Front St W,59,Cyclists,EB,Morning (08:00-12:00),21
4315,Jan 2018,13467389,Bay St / Front St W,59,Cyclists,EB,PM Peak Period (16:00-19:00),16
4316,Jan 2018,13467389,Bay St / Front St W,59,Cyclists,WB,14 Hour,47
4317,Jan 2018,13467389,Bay St / Front St W,59,Cyclists,WB,Afternoon (12:00-17:00),21
4318,Jan 2018,13467389,Bay St / Front St W,59,Cyclists,WB,AM Peak Period (07:00-10:00),11
4319,Jan 2018,13467389,Bay St / Front St W,59,Cyclists,WB,Evening (17:00-22:00),12
4320,Jan 2018,13467389,Bay St / Front St W,59,Cyclists,WB,Midday (10:00-16:00),22
4321,Jan 2018,13467389,Bay St / Front St W,59,Cyclists,WB,Morning (08:00-12:00),12
4322,Jan 2018,13467389,Bay St / Front St W,59,Cyclists,WB,PM Peak Period (16:00-19:00),11
4323,Jan 2018,13467389,Bay St / Front St W,59,Pedestrians,EB,14 Hour,11336
4324,Jan 2018,13467389,Bay St / Front St W,59,Pedestrians,EB,Afternoon (12:00-17:00),3349
4325,Jan 2018,13467389,Bay St / Front St W,59,Pedestrians,EB,AM Peak Period (07:00-10:00),4301
4326,Jan 2018,13467389,Bay St / Front St W,59,Pedestrians,EB,Evening (17:00-22:00),3755
4327,Jan 2018,13467389,Bay St / Front St W,59,Pedestrians,EB,Midday (10:00-16:00),3666
4328,Jan 2018,13467389,Bay St / Front St W,59,Pedestrians,EB,Morning (08:00-12:00),4400
4329,Jan 2018,13467389,Bay St / Front St W,59,Pedestrians,EB,PM Peak Period (16:00-19:00),2419
4330,Jan 2018,13467389,Bay St / Front St W,59,Pedestrians,WB,14 Hour,12961
4331,Jan 2018,13467389,Bay St / Front St W,59,Pedestrians,WB,Afternoon (12:00-17:00),5326
4332,Jan 2018,13467389,Bay St / Front St W,59,Pedestrians,WB,AM Peak Period (07:00-10:00),2185
4333,Jan 2018,13467389,Bay St / Front St W,59,Pedestrians,WB,Evening (17:00-22:00),4647
4334,Jan 2018,13467389,Bay St / Front St W,59,Pedestrians,WB,Midday (10:00-16:00),4717
4335,Jan 2018,13467389,Bay St / Front St W,59,Pedestrians,WB,Morning (08:00-12:00),3032
4336,Jan 2018,13467389,Bay St / Front St W,59,Pedestrians,WB,PM Peak Period (16:00-19:00),5006
4337,Jan 2018,13467389,Bay St / Front St W,59,Vehicles,EB,14 Hour,5569
4338,Jan 2018,13467389,Bay St / Front St W,59,Vehicles,EB,Afternoon (12:00-17:00),2088
4339,Jan 2018,13467389,Bay St / Front St W,59,Vehicles,EB,AM Peak Period (07:00-10:00),1125
4340,Jan 2018,13467389,Bay St / Front St W,59,Vehicles,EB,Evening (17:00-22:00),1992
4341,Jan 2018,13467389,Bay St / Front St W,59,Vehicles,EB,Midday (10:00-16:00),2576
4342,Jan 2018,13467389,Bay St / Front St W,59,Vehicles,EB,Morning (08:00-12:00),1732
4343,Jan 2018,13467389,Bay St / Front St W,59,Vehicles,EB,PM Peak Period (16:00-19:00),1183
4344,Jan 2018,13467389,Bay St / Front St W,59,Vehicles,WB,14 Hour,3232
4345,Jan 2018,13467389,Bay St / Front St W,59,Vehicles,WB,Afternoon (12:00-17:00),1208
4346,Jan 2018,13467389,Bay St / Front St W,59,Vehicles,WB,AM Peak Period (07:00-10:00),603
4347,Jan 2018,13467389,Bay St / Front St W,59,Vehicles,WB,Evening (17:00-22:00),1266
4348,Jan 2018,13467389,Bay St / Front St W,59,Vehicles,WB,Midday (10:00-16:00),1336
4349,Jan 2018,13467389,Bay St / Front St W,59,Vehicles,WB,Morning (08:00-12:00),857
4350,Jan 2018,13467389,Bay St / Front St W,59,Vehicles,WB,PM Peak Period (16:00-19:00),962
4351,Jan 2018,13467505,Spadina Ave / King St W,273,Cyclists,EB,14 Hour,189
4352,Jan 2018,13467505,Spadina Ave / King St W,273,Cyclists,EB,Afternoon (12:00-17:00),63
4353,Jan 2018,13467505,Spadina Ave / King St W,273,Cyclists,EB,AM Peak Period (07:00-10:00),53
4354,Jan 2018,13467505,Spadina Ave / King St W,273,Cyclists,EB,Evening (17:00-22:00),54
4355,Jan 2018,13467505,Spadina Ave / King St W,273,Cyclists,EB,Midday (10:00-16:00),77
4356,Jan 2018,13467505,Spadina Ave / King St W,273,Cyclists,EB,Morning (08:00-12:00),72
4357,Jan 2018,13467505,Spadina Ave / King St W,273,Cyclists,EB,PM Peak Period (16:00-19:00),39
4358,Jan 2018,13467505,Spadina Ave / King St W,273,Cyclists,WB,14 Hour,191
4359,Jan 2018,13467505,Spadina Ave / King St W,273,Cyclists,WB,Afternoon (12:00-17:00),86
4360,Jan 2018,13467505,Spadina Ave / King St W,273,Cyclists,WB,AM Peak Period (07:00-10:00),17
4361,Jan 2018,13467505,Spadina Ave / King St W,273,Cyclists,WB,Evening (17:00-22:00),94
4362,Jan 2018,13467505,Spadina Ave / King St W,273,Cyclists,WB,Midday (10:00-16:00),81
4363,Jan 2018,13467505,Spadina Ave / King St W,273,Cyclists,WB,Morning (08:00-12:00),33
4364,Jan 2018,13467505,Spadina Ave / King St W,273,Cyclists,WB,PM Peak Period (16:00-19:00),80
4365,Jan 2018,13467505,Spadina Ave / King St W,273,Pedestrians,EB,14 Hour,8964
4366,Jan 2018,13467505,Spadina Ave / King St W,273,Pedestrians,EB,Afternoon (12:00-17:00),3416
4367,Jan 2018,13467505,Spadina Ave / King St W,273,Pedestrians,EB,AM Peak Period (07:00-10:00),1884
4368,Jan 2018,13467505,Spadina Ave / King St W,273,Pedestrians,EB,Evening (17:00-22:00),3841
4369,Jan 2018,13467505,Spadina Ave / King St W,273,Pedestrians,EB,Midday (10:00-16:00),3272
4370,Jan 2018,13467505,Spadina Ave / King St W,273,Pedestrians,EB,Morning (08:00-12:00),2294
4371,Jan 2018,13467505,Spadina Ave / King St W,273,Pedestrians,EB,PM Peak Period (16:00-19:00),3065
4372,Jan 2018,13467505,Spadina Ave / King St W,273,Pedestrians,WB,14 Hour,8235
4373,Jan 2018,13467505,Spadina Ave / King St W,273,Pedestrians,WB,Afternoon (12:00-17:00),2870
4374,Jan 2018,13467505,Spadina Ave / King St W,273,Pedestrians,WB,AM Peak Period (07:00-10:00),1695
4375,Jan 2018,13467505,Spadina Ave / King St W,273,Pedestrians,WB,Evening (17:00-22:00),3799
4376,Jan 2018,13467505,Spadina Ave / King St W,273,Pedestrians,WB,Midday (10:00-16:00),2882
4377,Jan 2018,13467505,Spadina Ave / King St W,273,Pedestrians,WB,Morning (08:00-12:00),2126
4378,Jan 2018,13467505,Spadina Ave / King St W,273,Pedestrians,WB,PM Peak Period (16:00-19:00),2911
4379,Jan 2018,13467505,Spadina Ave / King St W,273,Vehicles,EB,14 Hour,1215
4380,Jan 2018,13467505,Spadina Ave / King St W,273,Vehicles,EB,Afternoon (12:00-17:00),425
4381,Jan 2018,13467505,Spadina Ave / King St W,273,Vehicles,EB,AM Peak Period (07:00-10:00),188
4382,Jan 2018,13467505,Spadina Ave / King St W,273,Vehicles,EB,Evening (17:00-22:00),717
4383,Jan 2018,13467505,Spadina Ave / King St W,273,Vehicles,EB,Midday (10:00-16:00),544
4384,Jan 2018,13467505,Spadina Ave / King St W,273,Vehicles,EB,Morning (08:00-12:00),337
4385,Jan 2018,13467505,Spadina Ave / King St W,273,Vehicles,EB,PM Peak Period (16:00-19:00),309
4386,Jan 2018,13467505,Spadina Ave / King St W,273,Vehicles,WB,14 Hour,748
4387,Jan 2018,13467505,Spadina Ave / King St W,273,Vehicles,WB,Afternoon (12:00-17:00),305
4388,Jan 2018,13467505,Spadina Ave / King St W,273,Vehicles,WB,AM Peak Period (07:00-10:00),75
4389,Jan 2018,13467505,Spadina Ave / King St W,273,Vehicles,WB,Evening (17:00-22:00),421
4390,Jan 2018,13467505,Spadina Ave / King St W,273,Vehicles,WB,Midday (10:00-16:00),370
4391,Jan 2018,13467505,Spadina Ave / King St W,273,Vehicles,WB,Morning (08:00-12:00),180
4392,Jan 2018,13467505,Spadina Ave / King St W,273,Vehicles,WB,PM Peak Period (16:00-19:00),197
4393,Jan 2018,13467569,Bathurst St / Adelaide St W,1883,Cyclists,EB,14 Hour,187
4394,Jan 2018,13467569,Bathurst St / Adelaide St W,1883,Cyclists,EB,Afternoon (12:00-17:00),33
4395,Jan 2018,13467569,Bathurst St / Adelaide St W,1883,Cyclists,EB,AM Peak Period (07:00-10:00),104
4396,Jan 2018,13467569,Bathurst St / Adelaide St W,1883,Cyclists,EB,Evening (17:00-22:00),28
4397,Jan 2018,13467569,Bathurst St / Adelaide St W,1883,Cyclists,EB,Midday (10:00-16:00),52
4398,Jan 2018,13467569,Bathurst St / Adelaide St W,1883,Cyclists,EB,Morning (08:00-12:00),114
4399,Jan 2018,13467569,Bathurst St / Adelaide St W,1883,Cyclists,EB,PM Peak Period (16:00-19:00),19
4400,Jan 2018,13467569,Bathurst St / Adelaide St W,1883,Pedestrians,EB,14 Hour,494
4401,Jan 2018,13467569,Bathurst St / Adelaide St W,1883,Pedestrians,EB,Afternoon (12:00-17:00),151
4402,Jan 2018,13467569,Bathurst St / Adelaide St W,1883,Pedestrians,EB,AM Peak Period (07:00-10:00),184
4403,Jan 2018,13467569,Bathurst St / Adelaide St W,1883,Pedestrians,EB,Evening (17:00-22:00),130
4404,Jan 2018,13467569,Bathurst St / Adelaide St W,1883,Pedestrians,EB,Midday (10:00-16:00),184
4405,Jan 2018,13467569,Bathurst St / Adelaide St W,1883,Pedestrians,EB,Morning (08:00-12:00),217
4406,Jan 2018,13467569,Bathurst St / Adelaide St W,1883,Pedestrians,EB,PM Peak Period (16:00-19:00),100
4407,Jan 2018,13467569,Bathurst St / Adelaide St W,1883,Pedestrians,WB,14 Hour,521
4408,Jan 2018,13467569,Bathurst St / Adelaide St W,1883,Pedestrians,WB,Afternoon (12:00-17:00),174
4409,Jan 2018,13467569,Bathurst St / Adelaide St W,1883,Pedestrians,WB,AM Peak Period (07:00-10:00),80
4410,Jan 2018,13467569,Bathurst St / Adelaide St W,1883,Pedestrians,WB,Evening (17:00-22:00),265
4411,Jan 2018,13467569,Bathurst St / Adelaide St W,1883,Pedestrians,WB,Midday (10:00-16:00),170
4412,Jan 2018,13467569,Bathurst St / Adelaide St W,1883,Pedestrians,WB,Morning (08:00-12:00),106
4413,Jan 2018,13467569,Bathurst St / Adelaide St W,1883,Pedestrians,WB,PM Peak Period (16:00-19:00),232
4414,Jan 2018,13467569,Bathurst St / Adelaide St W,1883,Vehicles,EB,14 Hour,8668
4415,Jan 2018,13467569,Bathurst St / Adelaide St W,1883,Vehicles,EB,Afternoon (12:00-17:00),2685
4416,Jan 2018,13467569,Bathurst St / Adelaide St W,1883,Vehicles,EB,AM Peak Period (07:00-10:00),2272
4417,Jan 2018,13467569,Bathurst St / Adelaide St W,1883,Vehicles,EB,Evening (17:00-22:00),2986
4418,Jan 2018,13467569,Bathurst St / Adelaide St W,1883,Vehicles,EB,Midday (10:00-16:00),3512
4419,Jan 2018,13467569,Bathurst St / Adelaide St W,1883,Vehicles,EB,Morning (08:00-12:00),2964
4420,Jan 2018,13467569,Bathurst St / Adelaide St W,1883,Vehicles,EB,PM Peak Period (16:00-19:00),1762
4421,Jan 2018,13467722,Bathurst St / King St W,201,Cyclists,EB,14 Hour,162
4422,Jan 2018,13467722,Bathurst St / King St W,201,Cyclists,EB,Afternoon (12:00-17:00),52
4423,Jan 2018,13467722,Bathurst St / King St W,201,Cyclists,EB,AM Peak Period (07:00-10:00),55
4424,Jan 2018,13467722,Bathurst St / King St W,201,Cyclists,EB,Evening (17:00-22:00),40
4425,Jan 2018,13467722,Bathurst St / King St W,201,Cyclists,EB,Midday (10:00-16:00),62
4426,Jan 2018,13467722,Bathurst St / King St W,201,Cyclists,EB,Morning (08:00-12:00),68
4427,Jan 2018,13467722,Bathurst St / King St W,201,Cyclists,EB,PM Peak Period (16:00-19:00),28
4428,Jan 2018,13467722,Bathurst St / King St W,201,Cyclists,WB,14 Hour,136
4429,Jan 2018,13467722,Bathurst St / King St W,201,Cyclists,WB,Afternoon (12:00-17:00),59
4430,Jan 2018,13467722,Bathurst St / King St W,201,Cyclists,WB,AM Peak Period (07:00-10:00),11
4431,Jan 2018,13467722,Bathurst St / King St W,201,Cyclists,WB,Evening (17:00-22:00),72
4432,Jan 2018,13467722,Bathurst St / King St W,201,Cyclists,WB,Midday (10:00-16:00),52
4433,Jan 2018,13467722,Bathurst St / King St W,201,Cyclists,WB,Morning (08:00-12:00),21
4434,Jan 2018,13467722,Bathurst St / King St W,201,Cyclists,WB,PM Peak Period (16:00-19:00),60
4435,Jan 2018,13467722,Bathurst St / King St W,201,Pedestrians,EB,14 Hour,5880
4436,Jan 2018,13467722,Bathurst St / King St W,201,Pedestrians,EB,Afternoon (12:00-17:00),2003
4437,Jan 2018,13467722,Bathurst St / King St W,201,Pedestrians,EB,AM Peak Period (07:00-10:00),1663
4438,Jan 2018,13467722,Bathurst St / King St W,201,Pedestrians,EB,Evening (17:00-22:00),1876
4439,Jan 2018,13467722,Bathurst St / King St W,201,Pedestrians,EB,Midday (10:00-16:00),2159
4440,Jan 2018,13467722,Bathurst St / King St W,201,Pedestrians,EB,Morning (08:00-12:00),1963
4441,Jan 2018,13467722,Bathurst St / King St W,201,Pedestrians,EB,PM Peak Period (16:00-19:00),1572
4442,Jan 2018,13467722,Bathurst St / King St W,201,Pedestrians,WB,14 Hour,5243
4443,Jan 2018,13467722,Bathurst St / King St W,201,Pedestrians,WB,Afternoon (12:00-17:00),1782
4444,Jan 2018,13467722,Bathurst St / King St W,201,Pedestrians,WB,AM Peak Period (07:00-10:00),1016
