_id,aggregation_period,int_id,intersection_name,px,classification,dir,period_name,volume
991,Aug 2018,13466960,Bay St / King St W,61,Vehicles,EB,PM Peak Period (16:00-19:00),554
992,Aug 2018,13466960,Bay St / King St W,61,Vehicles,WB,Afternoon (12:00-17:00),153
993,Aug 2018,13466960,Bay St / King St W,61,Vehicles,WB,AM Peak Period (07:00-10:00),246
994,Aug 2018,13466960,Bay St / King St W,61,Vehicles,WB,Evening (17:00-22:00),283
995,Aug 2018,13466960,Bay St / King St W,61,Vehicles,WB,Morning (08:00-12:00),186
996,Aug 2018,13466960,Bay St / King St W,61,Vehicles,WB,PM Peak Period (16:00-19:00),435
997,Aug 2018,13466982,Spadina Ave / Queen St W,276,Cyclists,EB,Afternoon (12:00-17:00),38
998,Aug 2018,13466982,Spadina Ave / Queen St W,276,Cyclists,EB,AM Peak Period (07:00-10:00),101
999,Aug 2018,13466982,Spadina Ave / Queen St W,276,Cyclists,EB,Evening (17:00-22:00),90
1000,Aug 2018,13466982,Spadina Ave / Queen St W,276,Cyclists,EB,Morning (08:00-12:00),78
1001,Aug 2018,13466982,Spadina Ave / Queen St W,276,Cyclists,EB,PM Peak Period (16:00-19:00),128
1002,Aug 2018,13466982,Spadina Ave / Queen St W,276,Cyclists,WB,Afternoon (12:00-17:00),76
1003,Aug 2018,13466982,Spadina Ave / Queen St W,276,Cyclists,WB,AM Peak Period (07:00-10:00),43
1004,Aug 2018,13466982,Spadina Ave / Queen St W,276,Cyclists,WB,Evening (17:00-22:00),164
1005,Aug 2018,13466982,Spadina Ave / Queen St W,276,Cyclists,WB,Morning (08:00-12:00),32
1006,Aug 2018,13466982,Spadina Ave / Queen St W,276,Cyclists,WB,PM Peak Period (16:00-19:00),240
1007,Aug 2018,13466982,Spadina Ave / Queen St W,276,Pedestrians,EB,Afternoon (12:00-17:00),877
1008,Aug 2018,13466982,Spadina Ave / Queen St W,276,Pedestrians,EB,AM Peak Period (07:00-10:00),1159
1009,Aug 2018,13466982,Spadina Ave / Queen St W,276,Pedestrians,EB,Evening (17:00-22:00),2215
1010,Aug 2018,13466982,Spadina Ave / Queen St W,276,Pedestrians,EB,Morning (08:00-12:00),963
1011,Aug 2018,13467856,Spadina Ave / Front St W,272,Cyclists,EB,Evening (17:00-22:00),28
1012,Aug 2018,13467856,Spadina Ave / Front St W,272,Cyclists,EB,Morning (08:00-12:00),36
1013,Aug 2018,13467856,Spadina Ave / Front St W,272,Cyclists,EB,PM Peak Period (16:00-19:00),35
1014,Aug 2018,13467856,Spadina Ave / Front St W,272,Cyclists,WB,Afternoon (12:00-17:00),12
1015,Aug 2018,13467856,Spadina Ave / Front St W,272,Cyclists,WB,AM Peak Period (07:00-10:00),7
1016,Aug 2018,13467856,Spadina Ave / Front St W,272,Cyclists,WB,Evening (17:00-22:00),40
1017,Aug 2018,13467856,Spadina Ave / Front St W,272,Cyclists,WB,Morning (08:00-12:00),5
1018,Aug 2018,13467856,Spadina Ave / Front St W,272,Cyclists,WB,PM Peak Period (16:00-19:00),51
1019,Aug 2018,13467856,Spadina Ave / Front St W,272,Pedestrians,EB,Afternoon (12:00-17:00),153
1020,Aug 2018,13467856,Spadina Ave / Front St W,272,Pedestrians,EB,AM Peak Period (07:00-10:00),450
1021,Aug 2018,13467856,Spadina Ave / Front St W,272,Pedestrians,EB,Evening (17:00-22:00),454
1022,Baseline,13466110,Queen St E / Jarvis St,6,Cyclists,EB,24 Hour,371
1023,Aug 2018,13466982,Spadina Ave / Queen St W,276,Vehicles,EB,AM Peak Period (07:00-10:00),1582
1024,Aug 2018,13466982,Spadina Ave / Queen St W,276,Vehicles,EB,Evening (17:00-22:00),850
1025,Aug 2018,13466982,Spadina Ave / Queen St W,276,Vehicles,EB,Morning (08:00-12:00),1159
1026,Aug 2018,13466982,Spadina Ave / Queen St W,276,Vehicles,EB,PM Peak Period (16:00-19:00),1222
1027,Aug 2018,13466982,Spadina Ave / Queen St W,276,Vehicles,WB,Afternoon (12:00-17:00),585
1028,Aug 2018,13466982,Spadina Ave / Queen St W,276,Vehicles,WB,AM Peak Period (07:00-10:00),916
1029,Aug 2018,13466982,Spadina Ave / Queen St W,276,Vehicles,WB,Evening (17:00-22:00),1134
1030,Aug 2018,13466982,Spadina Ave / Queen St W,276,Vehicles,WB,Morning (08:00-12:00),699
1031,Aug 2018,13466982,Spadina Ave / Queen St W,276,Vehicles,WB,PM Peak Period (16:00-19:00),1719
1032,Aug 2018,13467124,Spadina Ave / Richmond St W,275,Cyclists,WB,Afternoon (12:00-17:00),290
1033,Aug 2018,13467124,Spadina Ave / Richmond St W,275,Cyclists,WB,AM Peak Period (07:00-10:00),274
1034,Aug 2018,13467124,Spadina Ave / Richmond St W,275,Cyclists,WB,Evening (17:00-22:00),914
1035,Aug 2018,13467124,Spadina Ave / Richmond St W,275,Cyclists,WB,Morning (08:00-12:00),232
1036,Aug 2018,13467124,Spadina Ave / Richmond St W,275,Cyclists,WB,PM Peak Period (16:00-19:00),1204
1037,Aug 2018,13467124,Spadina Ave / Richmond St W,275,Pedestrians,EB,Afternoon (12:00-17:00),343
1038,Aug 2018,13467124,Spadina Ave / Richmond St W,275,Pedestrians,EB,AM Peak Period (07:00-10:00),989
1039,Aug 2018,13467124,Spadina Ave / Richmond St W,275,Pedestrians,EB,Evening (17:00-22:00),905
1040,Aug 2018,13467124,Spadina Ave / Richmond St W,275,Pedestrians,EB,Morning (08:00-12:00),876
1041,Aug 2018,13467124,Spadina Ave / Richmond St W,275,Pedestrians,EB,PM Peak Period (16:00-19:00),1248
1042,Aug 2018,13467124,Spadina Ave / Richmond St W,275,Pedestrians,WB,Afternoon (12:00-17:00),388
1043,Aug 2018,13467124,Spadina Ave / Richmond St W,275,Pedestrians,WB,AM Peak Period (07:00-10:00),689
1044,Aug 2018,13467124,Spadina Ave / Richmond St W,275,Pedestrians,WB,Evening (17:00-22:00),1201
1045,Aug 2018,13467124,Spadina Ave / Richmond St W,275,Pedestrians,WB,Morning (08:00-12:00),619
1046,Aug 2018,13467124,Spadina Ave / Richmond St W,275,Pedestrians,WB,PM Peak Period (16:00-19:00),1589
1047,Aug 2018,13467124,Spadina Ave / Richmond St W,275,Vehicles,WB,Afternoon (12:00-17:00),1130
1048,Aug 2018,13467124,Spadina Ave / Richmond St W,275,Vehicles,WB,AM Peak Period (07:00-10:00),1936
1049,Aug 2018,13467124,Spadina Ave / Richmond St W,275,Vehicles,WB,Evening (17:00-22:00),2043
1050,Aug 2018,13467124,Spadina Ave / Richmond St W,275,Vehicles,WB,Morning (08:00-12:00),1467
1051,Aug 2018,13467124,Spadina Ave / Richmond St W,275,Vehicles,WB,PM Peak Period (16:00-19:00),3173
1052,Aug 2018,13467163,Bay St / Wellington St W,60,Cyclists,WB,Afternoon (12:00-17:00),12
1053,Aug 2018,13467163,Bay St / Wellington St W,60,Cyclists,WB,AM Peak Period (07:00-10:00),40
1054,Aug 2018,13467163,Bay St / Wellington St W,60,Cyclists,WB,Evening (17:00-22:00),48
1055,Aug 2018,13467163,Bay St / Wellington St W,60,Cyclists,WB,Morning (08:00-12:00),30
1056,Aug 2018,13467163,Bay St / Wellington St W,60,Cyclists,WB,PM Peak Period (16:00-19:00),61
1057,Aug 2018,13467163,Bay St / Wellington St W,60,Pedestrians,EB,Afternoon (12:00-17:00),735
1058,Aug 2018,13467163,Bay St / Wellington St W,60,Pedestrians,EB,AM Peak Period (07:00-10:00),2179
1059,Aug 2018,13467163,Bay St / Wellington St W,60,Pedestrians,EB,Evening (17:00-22:00),1438
1060,Aug 2018,13467163,Bay St / Wellington St W,60,Pedestrians,EB,Morning (08:00-12:00),1738
1061,Aug 2018,13467163,Bay St / Wellington St W,60,Pedestrians,EB,PM Peak Period (16:00-19:00),2173
1062,Aug 2018,13467163,Bay St / Wellington St W,60,Pedestrians,WB,Afternoon (12:00-17:00),1087
1063,Aug 2018,13467163,Bay St / Wellington St W,60,Pedestrians,WB,AM Peak Period (07:00-10:00),1467
1064,Aug 2018,13467163,Bay St / Wellington St W,60,Pedestrians,WB,Evening (17:00-22:00),1774
1065,Aug 2018,13467163,Bay St / Wellington St W,60,Pedestrians,WB,Morning (08:00-12:00),1207
1066,Aug 2018,13467163,Bay St / Wellington St W,60,Pedestrians,WB,PM Peak Period (16:00-19:00),2860
1067,Aug 2018,13467163,Bay St / Wellington St W,60,Vehicles,WB,Afternoon (12:00-17:00),785
1068,Aug 2018,13467163,Bay St / Wellington St W,60,Vehicles,WB,AM Peak Period (07:00-10:00),2357
1069,Aug 2018,13467163,Bay St / Wellington St W,60,Vehicles,WB,Evening (17:00-22:00),1781
1070,Aug 2018,13467163,Bay St / Wellington St W,60,Vehicles,WB,Morning (08:00-12:00),1653
1071,Aug 2018,13467163,Bay St / Wellington St W,60,Vehicles,WB,PM Peak Period (16:00-19:00),2566
1072,Aug 2018,13467252,Bathurst St / Queen St W,296,Cyclists,EB,Afternoon (12:00-17:00),60
1073,Aug 2018,13467252,Bathurst St / Queen St W,296,Cyclists,EB,AM Peak Period (07:00-10:00),135
1074,Aug 2018,13467252,Bathurst St / Queen St W,296,Cyclists,EB,Evening (17:00-22:00),127
1075,Aug 2018,13467252,Bathurst St / Queen St W,296,Cyclists,EB,Morning (08:00-12:00),109
1076,Aug 2018,13467252,Bathurst St / Queen St W,296,Cyclists,EB,PM Peak Period (16:00-19:00),187
1077,Aug 2018,13467252,Bathurst St / Queen St W,296,Cyclists,WB,Afternoon (12:00-17:00),48
1078,Aug 2018,13467252,Bathurst St / Queen St W,296,Cyclists,WB,AM Peak Period (07:00-10:00),28
1079,Aug 2018,13467252,Bathurst St / Queen St W,296,Cyclists,WB,Evening (17:00-22:00),133
1080,Aug 2018,13467252,Bathurst St / Queen St W,296,Cyclists,WB,Morning (08:00-12:00),21
1081,Aug 2018,13467252,Bathurst St / Queen St W,296,Cyclists,WB,PM Peak Period (16:00-19:00),181
1082,Aug 2018,13467252,Bathurst St / Queen St W,296,Pedestrians,EB,Afternoon (12:00-17:00),646
1083,Aug 2018,13467252,Bathurst St / Queen St W,296,Pedestrians,EB,AM Peak Period (07:00-10:00),1131
1084,Aug 2018,13467252,Bathurst St / Queen St W,296,Pedestrians,EB,Evening (17:00-22:00),1251
1085,Aug 2018,13467252,Bathurst St / Queen St W,296,Pedestrians,EB,Morning (08:00-12:00),968
1086,Aug 2018,13467252,Bathurst St / Queen St W,296,Pedestrians,EB,PM Peak Period (16:00-19:00),1896
1087,Aug 2018,13467252,Bathurst St / Queen St W,296,Pedestrians,WB,Afternoon (12:00-17:00),738
1088,Aug 2018,13467252,Bathurst St / Queen St W,296,Pedestrians,WB,AM Peak Period (07:00-10:00),467
1089,Aug 2018,13467252,Bathurst St / Queen St W,296,Pedestrians,WB,Evening (17:00-22:00),1823
1090,Aug 2018,13467252,Bathurst St / Queen St W,296,Pedestrians,WB,Morning (08:00-12:00),390
1091,Aug 2018,13467252,Bathurst St / Queen St W,296,Pedestrians,WB,PM Peak Period (16:00-19:00),2562
1092,Aug 2018,13467252,Bathurst St / Queen St W,296,Vehicles,EB,Afternoon (12:00-17:00),372
1093,Aug 2018,13467252,Bathurst St / Queen St W,296,Vehicles,EB,AM Peak Period (07:00-10:00),1785
1094,Aug 2018,13467252,Bathurst St / Queen St W,296,Vehicles,EB,Evening (17:00-22:00),861
1095,Aug 2018,13467252,Bathurst St / Queen St W,296,Vehicles,EB,Morning (08:00-12:00),1345
1096,Aug 2018,13467252,Bathurst St / Queen St W,296,Vehicles,EB,PM Peak Period (16:00-19:00),1234
1097,Aug 2018,13467252,Bathurst St / Queen St W,296,Vehicles,WB,Afternoon (12:00-17:00),694
1098,Aug 2018,13467252,Bathurst St / Queen St W,296,Vehicles,WB,AM Peak Period (07:00-10:00),978
1099,Aug 2018,13467252,Bathurst St / Queen St W,296,Vehicles,WB,Evening (17:00-22:00),1457
1100,Aug 2018,13467252,Bathurst St / Queen St W,296,Vehicles,WB,Morning (08:00-12:00),747
1101,Aug 2018,13467252,Bathurst St / Queen St W,296,Vehicles,WB,PM Peak Period (16:00-19:00),2151
1102,Aug 2018,13467308,Spadina Ave / Adelaide St W,274,Cyclists,EB,Afternoon (12:00-17:00),105
1103,Aug 2018,13467308,Spadina Ave / Adelaide St W,274,Cyclists,EB,AM Peak Period (07:00-10:00),1062
1104,Aug 2018,13467308,Spadina Ave / Adelaide St W,274,Cyclists,EB,Evening (17:00-22:00),280
1105,Aug 2018,13467308,Spadina Ave / Adelaide St W,274,Cyclists,EB,Morning (08:00-12:00),873
1106,Aug 2018,13467308,Spadina Ave / Adelaide St W,274,Cyclists,EB,PM Peak Period (16:00-19:00),385
1107,Aug 2018,13467308,Spadina Ave / Adelaide St W,274,Pedestrians,EB,Afternoon (12:00-17:00),377
1108,Aug 2018,13467308,Spadina Ave / Adelaide St W,274,Pedestrians,EB,AM Peak Period (07:00-10:00),887
1109,Aug 2018,13467308,Spadina Ave / Adelaide St W,274,Pedestrians,EB,Evening (17:00-22:00),868
1110,Aug 2018,13467308,Spadina Ave / Adelaide St W,274,Pedestrians,EB,Morning (08:00-12:00),792
1111,Aug 2018,13467308,Spadina Ave / Adelaide St W,274,Pedestrians,EB,PM Peak Period (16:00-19:00),1244
1112,Aug 2018,13467308,Spadina Ave / Adelaide St W,274,Pedestrians,WB,Afternoon (12:00-17:00),339
1113,Aug 2018,13467308,Spadina Ave / Adelaide St W,274,Pedestrians,WB,AM Peak Period (07:00-10:00),671
1114,Aug 2018,13467308,Spadina Ave / Adelaide St W,274,Pedestrians,WB,Evening (17:00-22:00),920
1115,Aug 2018,13467308,Spadina Ave / Adelaide St W,274,Pedestrians,WB,Morning (08:00-12:00),603
1116,Aug 2018,13467308,Spadina Ave / Adelaide St W,274,Pedestrians,WB,PM Peak Period (16:00-19:00),1259
1117,Aug 2018,13467308,Spadina Ave / Adelaide St W,274,Vehicles,EB,Afternoon (12:00-17:00),727
1118,Aug 2018,13467308,Spadina Ave / Adelaide St W,274,Vehicles,EB,AM Peak Period (07:00-10:00),2478
1119,Aug 2018,13467308,Spadina Ave / Adelaide St W,274,Vehicles,EB,Evening (17:00-22:00),1581
1120,Aug 2018,13467308,Spadina Ave / Adelaide St W,274,Vehicles,EB,Morning (08:00-12:00),1813
1121,Aug 2018,13467308,Spadina Ave / Adelaide St W,274,Vehicles,EB,PM Peak Period (16:00-19:00),2308
1122,Aug 2018,13467372,Bathurst St / Richmond St W,298,Cyclists,WB,Afternoon (12:00-17:00),263
1123,Aug 2018,13467372,Bathurst St / Richmond St W,298,Cyclists,WB,AM Peak Period (07:00-10:00),176
1124,Aug 2018,13467372,Bathurst St / Richmond St W,298,Cyclists,WB,Evening (17:00-22:00),960
1125,Aug 2018,13467372,Bathurst St / Richmond St W,298,Cyclists,WB,Morning (08:00-12:00),146
1126,Aug 2018,13467372,Bathurst St / Richmond St W,298,Cyclists,WB,PM Peak Period (16:00-19:00),1223
1127,Aug 2018,13467372,Bathurst St / Richmond St W,298,Pedestrians,EB,Afternoon (12:00-17:00),79
1128,Aug 2018,13467372,Bathurst St / Richmond St W,298,Pedestrians,EB,AM Peak Period (07:00-10:00),363
1129,Aug 2018,13467372,Bathurst St / Richmond St W,298,Pedestrians,EB,Evening (17:00-22:00),189
1130,Aug 2018,13467372,Bathurst St / Richmond St W,298,Pedestrians,EB,Morning (08:00-12:00),306
1131,Aug 2018,13467372,Bathurst St / Richmond St W,298,Pedestrians,EB,PM Peak Period (16:00-19:00),268
1132,Aug 2018,13467372,Bathurst St / Richmond St W,298,Pedestrians,WB,Afternoon (12:00-17:00),121
1133,Aug 2018,13467372,Bathurst St / Richmond St W,298,Pedestrians,WB,AM Peak Period (07:00-10:00),118
1134,Aug 2018,13467372,Bathurst St / Richmond St W,298,Pedestrians,WB,Evening (17:00-22:00),422
1135,Aug 2018,13467372,Bathurst St / Richmond St W,298,Pedestrians,WB,Morning (08:00-12:00),96
1136,Aug 2018,13467372,Bathurst St / Richmond St W,298,Pedestrians,WB,PM Peak Period (16:00-19:00),543
1137,Aug 2018,13467372,Bathurst St / Richmond St W,298,Vehicles,WB,Afternoon (12:00-17:00),669
1138,Aug 2018,13467372,Bathurst St / Richmond St W,298,Vehicles,WB,AM Peak Period (07:00-10:00),956
1139,Aug 2018,13467372,Bathurst St / Richmond St W,298,Vehicles,WB,Evening (17:00-22:00),942
1140,Baseline,13467124,Spadina Ave / Richmond St W,275,Cyclists,WB,24 Hour,2029
1141,Aug 2018,13467372,Bathurst St / Richmond St W,298,Vehicles,WB,Morning (08:00-12:00),721
1142,Aug 2018,13467372,Bathurst St / Richmond St W,298,Vehicles,WB,PM Peak Period (16:00-19:00),1611
1143,Aug 2018,13467389,Bay St / Front St W,59,Cyclists,EB,Afternoon (12:00-17:00),29
1144,Aug 2018,13467389,Bay St / Front St W,59,Cyclists,EB,AM Peak Period (07:00-10:00),50
1145,Aug 2018,13467389,Bay St / Front St W,59,Cyclists,EB,Evening (17:00-22:00),55
1146,Aug 2018,13467389,Bay St / Front St W,59,Cyclists,EB,Morning (08:00-12:00),40
1147,Aug 2018,13467389,Bay St / Front St W,59,Cyclists,EB,PM Peak Period (16:00-19:00),83
1148,Aug 2018,13467389,Bay St / Front St W,59,Cyclists,WB,Afternoon (12:00-17:00),17
1149,Aug 2018,13467389,Bay St / Front St W,59,Cyclists,WB,AM Peak Period (07:00-10:00),43
1150,Aug 2018,13467389,Bay St / Front St W,59,Cyclists,WB,Evening (17:00-22:00),43
1151,Aug 2018,13467389,Bay St / Front St W,59,Cyclists,WB,Morning (08:00-12:00),36
1152,Aug 2018,13467389,Bay St / Front St W,59,Cyclists,WB,PM Peak Period (16:00-19:00),60
1153,Aug 2018,13467389,Bay St / Front St W,59,Pedestrians,EB,Afternoon (12:00-17:00),1250
1154,Aug 2018,13467389,Bay St / Front St W,59,Pedestrians,EB,AM Peak Period (07:00-10:00),5047
1155,Aug 2018,13467389,Bay St / Front St W,59,Pedestrians,EB,Evening (17:00-22:00),2715
1156,Aug 2018,13467389,Bay St / Front St W,59,Pedestrians,EB,Morning (08:00-12:00),3960
1157,Aug 2018,13467389,Bay St / Front St W,59,Pedestrians,EB,PM Peak Period (16:00-19:00),3964
1158,Aug 2018,13467389,Bay St / Front St W,59,Pedestrians,WB,Afternoon (12:00-17:00),2265
1159,Aug 2018,13467389,Bay St / Front St W,59,Pedestrians,WB,AM Peak Period (07:00-10:00),2508
1160,Aug 2018,13467389,Bay St / Front St W,59,Pedestrians,WB,Evening (17:00-22:00),4005
1161,Aug 2018,13467389,Bay St / Front St W,59,Pedestrians,WB,Morning (08:00-12:00),1938
1162,Aug 2018,13467389,Bay St / Front St W,59,Pedestrians,WB,PM Peak Period (16:00-19:00),6270
1163,Aug 2018,13467389,Bay St / Front St W,59,Vehicles,EB,Afternoon (12:00-17:00),382
1164,Aug 2018,13467389,Bay St / Front St W,59,Vehicles,EB,AM Peak Period (07:00-10:00),1060
1165,Aug 2018,13467389,Bay St / Front St W,59,Vehicles,EB,Evening (17:00-22:00),798
1166,Aug 2018,13467389,Bay St / Front St W,59,Vehicles,EB,Morning (08:00-12:00),778
1167,Aug 2018,13467389,Bay St / Front St W,59,Vehicles,EB,PM Peak Period (16:00-19:00),1180
1168,Aug 2018,13467389,Bay St / Front St W,59,Vehicles,WB,Afternoon (12:00-17:00),352
1169,Aug 2018,13467389,Bay St / Front St W,59,Vehicles,WB,AM Peak Period (07:00-10:00),627
1170,Aug 2018,13467389,Bay St / Front St W,59,Vehicles,WB,Evening (17:00-22:00),769
1171,Aug 2018,13467389,Bay St / Front St W,59,Vehicles,WB,Morning (08:00-12:00),452
1172,Aug 2018,13467389,Bay St / Front St W,59,Vehicles,WB,PM Peak Period (16:00-19:00),1121
1173,Aug 2018,13467505,Spadina Ave / King St W,273,Cyclists,EB,14 Hour,939
1174,Aug 2018,13467505,Spadina Ave / King St W,273,Cyclists,EB,Afternoon (12:00-17:00),273
1175,Aug 2018,13467505,Spadina Ave / King St W,273,Cyclists,EB,AM Peak Period (07:00-10:00),323
1176,Aug 2018,13467505,Spadina Ave / King St W,273,Cyclists,EB,Evening (17:00-22:00),281
1177,Aug 2018,13467505,Spadina Ave / King St W,273,Cyclists,EB,Midday (10:00-16:00),305
1178,Aug 2018,13467505,Spadina Ave / King St W,273,Cyclists,EB,Morning (08:00-12:00),356
1179,Aug 2018,13467505,Spadina Ave / King St W,273,Cyclists,EB,PM Peak Period (16:00-19:00),219
1180,Aug 2018,13467505,Spadina Ave / King St W,273,Cyclists,WB,14 Hour,940
1181,Aug 2018,13467505,Spadina Ave / King St W,273,Cyclists,WB,Afternoon (12:00-17:00),349
1182,Aug 2018,13467505,Spadina Ave / King St W,273,Cyclists,WB,AM Peak Period (07:00-10:00),81
1183,Aug 2018,13467505,Spadina Ave / King St W,273,Cyclists,WB,Evening (17:00-22:00),559
1184,Aug 2018,13467505,Spadina Ave / King St W,273,Cyclists,WB,Midday (10:00-16:00),295
1185,Aug 2018,13467505,Spadina Ave / King St W,273,Cyclists,WB,Morning (08:00-12:00),138
1186,Aug 2018,13467505,Spadina Ave / King St W,273,Cyclists,WB,PM Peak Period (16:00-19:00),457
1187,Aug 2018,13467505,Spadina Ave / King St W,273,Pedestrians,EB,14 Hour,10263
1188,Aug 2018,13467505,Spadina Ave / King St W,273,Pedestrians,EB,Afternoon (12:00-17:00),4227
1189,Aug 2018,13467505,Spadina Ave / King St W,273,Pedestrians,EB,AM Peak Period (07:00-10:00),1741
1190,Baseline,13467163,Bay St / Wellington St W,60,Pedestrians,EB,24 Hour,6858
1191,Aug 2018,13467505,Spadina Ave / King St W,273,Pedestrians,EB,Evening (17:00-22:00),4621
1192,Aug 2018,13467505,Spadina Ave / King St W,273,Pedestrians,EB,Midday (10:00-16:00),4194
1193,Aug 2018,13467505,Spadina Ave / King St W,273,Pedestrians,EB,Morning (08:00-12:00),2383
1194,Aug 2018,13467505,Spadina Ave / King St W,273,Pedestrians,EB,PM Peak Period (16:00-19:00),3393
1195,Aug 2018,13467505,Spadina Ave / King St W,273,Pedestrians,WB,14 Hour,10100
1196,Aug 2018,13467505,Spadina Ave / King St W,273,Pedestrians,WB,Afternoon (12:00-17:00),3838
1197,Aug 2018,13467505,Spadina Ave / King St W,273,Pedestrians,WB,AM Peak Period (07:00-10:00),1549
1198,Aug 2018,13467505,Spadina Ave / King St W,273,Pedestrians,WB,Evening (17:00-22:00),5093
1199,Aug 2018,13467505,Spadina Ave / King St W,273,Pedestrians,WB,Midday (10:00-16:00),3837
1200,Aug 2018,13467505,Spadina Ave / King St W,273,Pedestrians,WB,Morning (08:00-12:00),2193
1201,Aug 2018,13467505,Spadina Ave / King St W,273,Pedestrians,WB,PM Peak Period (16:00-19:00),3677
1202,Aug 2018,13467505,Spadina Ave / King St W,273,Vehicles,EB,14 Hour,1352
1203,Aug 2018,13467505,Spadina Ave / King St W,273,Vehicles,EB,Afternoon (12:00-17:00),513
1204,Aug 2018,13467505,Spadina Ave / King St W,273,Vehicles,EB,AM Peak Period (07:00-10:00),225
1205,Aug 2018,13467505,Spadina Ave / King St W,273,Vehicles,EB,Evening (17:00-22:00),719
1206,Aug 2018,13467505,Spadina Ave / King St W,273,Vehicles,EB,Midday (10:00-16:00),585
1207,Aug 2018,13467505,Spadina Ave / King St W,273,Vehicles,EB,Morning (08:00-12:00),348
1208,Aug 2018,13467505,Spadina Ave / King St W,273,Vehicles,EB,PM Peak Period (16:00-19:00),365
1209,Aug 2018,13467505,Spadina Ave / King St W,273,Vehicles,WB,14 Hour,961
1210,Aug 2018,13467505,Spadina Ave / King St W,273,Vehicles,WB,Afternoon (12:00-17:00),417
1211,Aug 2018,13467505,Spadina Ave / King St W,273,Vehicles,WB,AM Peak Period (07:00-10:00),100
1212,Aug 2018,13467505,Spadina Ave / King St W,273,Vehicles,WB,Evening (17:00-22:00),460
1213,Aug 2018,13467505,Spadina Ave / King St W,273,Vehicles,WB,Midday (10:00-16:00),460
1214,Aug 2018,13467505,Spadina Ave / King St W,273,Vehicles,WB,Morning (08:00-12:00),225
1215,Aug 2018,13467505,Spadina Ave / King St W,273,Vehicles,WB,PM Peak Period (16:00-19:00),289
1216,Aug 2018,13467569,Bathurst St / Adelaide St W,1883,Cyclists,EB,Afternoon (12:00-17:00),71
1217,Aug 2018,13467569,Bathurst St / Adelaide St W,1883,Cyclists,EB,AM Peak Period (07:00-10:00),757
1218,Aug 2018,13467569,Bathurst St / Adelaide St W,1883,Cyclists,EB,Evening (17:00-22:00),147
1219,Aug 2018,13467569,Bathurst St / Adelaide St W,1883,Cyclists,EB,Morning (08:00-12:00),602
1220,Aug 2018,13467569,Bathurst St / Adelaide St W,1883,Cyclists,EB,PM Peak Period (16:00-19:00),219
1221,Aug 2018,13467569,Bathurst St / Adelaide St W,1883,Pedestrians,EB,Afternoon (12:00-17:00),48
1222,Aug 2018,13467569,Bathurst St / Adelaide St W,1883,Pedestrians,EB,AM Peak Period (07:00-10:00),189
1223,Aug 2018,13467569,Bathurst St / Adelaide St W,1883,Pedestrians,EB,Evening (17:00-22:00),116
1224,Aug 2018,13467569,Bathurst St / Adelaide St W,1883,Pedestrians,EB,Morning (08:00-12:00),160
1225,Aug 2018,13467569,Bathurst St / Adelaide St W,1883,Pedestrians,EB,PM Peak Period (16:00-19:00),164
1226,Aug 2018,13467569,Bathurst St / Adelaide St W,1883,Pedestrians,WB,Afternoon (12:00-17:00),66
1227,Aug 2018,13467569,Bathurst St / Adelaide St W,1883,Pedestrians,WB,AM Peak Period (07:00-10:00),116
1228,Aug 2018,13467569,Bathurst St / Adelaide St W,1883,Pedestrians,WB,Evening (17:00-22:00),257
1229,Aug 2018,13467569,Bathurst St / Adelaide St W,1883,Pedestrians,WB,Morning (08:00-12:00),96
1230,Aug 2018,13467569,Bathurst St / Adelaide St W,1883,Pedestrians,WB,PM Peak Period (16:00-19:00),323
1231,Aug 2018,13467569,Bathurst St / Adelaide St W,1883,Vehicles,EB,Afternoon (12:00-17:00),528
1232,Aug 2018,13467569,Bathurst St / Adelaide St W,1883,Vehicles,EB,AM Peak Period (07:00-10:00),2111
1233,Aug 2018,13467569,Bathurst St / Adelaide St W,1883,Vehicles,EB,Evening (17:00-22:00),1173
1234,Aug 2018,13467569,Bathurst St / Adelaide St W,1883,Vehicles,EB,Morning (08:00-12:00),1512
1235,Aug 2018,13467569,Bathurst St / Adelaide St W,1883,Vehicles,EB,PM Peak Period (16:00-19:00),1701
1236,Aug 2018,13467722,Bathurst St / King St W,201,Cyclists,EB,Afternoon (12:00-17:00),44
1237,Aug 2018,13467722,Bathurst St / King St W,201,Cyclists,EB,AM Peak Period (07:00-10:00),249
1238,Aug 2018,13467722,Bathurst St / King St W,201,Cyclists,EB,Evening (17:00-22:00),103
1239,Aug 2018,13467722,Bathurst St / King St W,201,Cyclists,EB,Morning (08:00-12:00),196
1240,Aug 2018,13467722,Bathurst St / King St W,201,Cyclists,EB,PM Peak Period (16:00-19:00),148
1241,Aug 2018,13467722,Bathurst St / King St W,201,Cyclists,WB,Afternoon (12:00-17:00),89
1242,Aug 2018,13467722,Bathurst St / King St W,201,Cyclists,WB,AM Peak Period (07:00-10:00),48
1243,Aug 2018,13467722,Bathurst St / King St W,201,Cyclists,WB,Evening (17:00-22:00),269
1244,Aug 2018,13467722,Bathurst St / King St W,201,Cyclists,WB,Morning (08:00-12:00),43
1245,Aug 2018,13467722,Bathurst St / King St W,201,Cyclists,WB,PM Peak Period (16:00-19:00),357
1246,Aug 2018,13467722,Bathurst St / King St W,201,Pedestrians,EB,Afternoon (12:00-17:00),521
1247,Aug 2018,13467722,Bathurst St / King St W,201,Pedestrians,EB,AM Peak Period (07:00-10:00),1446
